time,position_x,velocity_x,position_y,velocity_y,angular_velocity_z
1511.65,1.9381773382750431,-0.46460857975826303,0.8098599796509626,0.0,0.2691229163652251
1511.75,1.9870708668328914,-0.4961238805615769,0.803597096437182,0.0,0.1785418961204916
1511.85,2.0365637491198894,-0.5005971722149533,0.7968307946547645,0.0,0.06056478598136723
1511.95,2.0850992760149025,-0.488688178259016,0.7899113485173278,0.0,-0.03336162905099672
1512.05,2.132582966456198,-0.47886219647323447,0.7827125320122598,0.0,-0.098950692579749
1512.15,2.179154358530663,-0.4711118252139932,0.7751553314099037,0.0,-0.13735006839464825
1512.25,2.22521891508963,-0.4673173734445819,0.7669740881541983,0.0,-0.16284958141429312
1512.35,2.27023231581512,-0.45680971916733265,0.7581244763739655,0.0,-0.18280053006961972
1512.45,2.314137714611358,-0.4470123996314482,0.7484898060002052,0.0,-0.20363219733767582
1512.55,2.355490337304077,-0.4197967978367439,0.7382153547035567,0.0,-0.2335649848503217
1512.65,2.3944195433096827,-0.4007854678885346,0.7272889785684767,0.0,-0.2672217865951336
1512.75,2.4325266824332434,-0.40224728239816954,0.7154232468386535,0.0,-0.2901674962298669
1512.85,2.4774114911443044,-0.4865563744153585,0.7013942914260671,0.0,-0.22516289039700552
1512.95,2.5251173767210435,-0.5003271729831505,0.6865621671984391,0.0,-0.12286818477459739
1513.05,2.572973524888919,-0.5014315724239398,0.6717159862171597,0.0,-0.034921849675553895
1513.15,2.62086838365065,-0.5014631458548536,0.656974695435099,0.0,0.027495037758900952
1513.25,2.668717461910086,-0.4989540959439689,0.6426821124403521,0.0,0.07706171000314863
1513.35,2.716375803455443,-0.4957713875764347,0.6290672783255002,0.0,0.11550970842935514
1513.45,2.7639631937940887,-0.4924767413861493,0.6161675183823736,0.0,0.14260050544022546
1513.55,2.81142176298471,-0.4880177010043983,0.6041650930219938,0.0,0.16528669707003948
1513.65,2.8572322864767874,-0.4637959043308232,0.5937105927092532,0.0,0.19585434505972082
1513.75,2.9009679215516195,-0.4420844510891121,0.5850397642050532,0.0,0.23575898581048274
1513.85,2.9441476617791595,-0.43698234236708783,0.5776931076210697,0.0,0.2680057626012136
1513.95,2.9874661354667524,-0.4374096643877356,0.5714998230053615,0.0,0.2866551690832931
1514.05,3.0315299510090354,-0.4455410867654516,0.5663367015985898,0.0,0.2886412683330714
1514.15,3.0773910599164376,-0.4622626960176374,0.5620268653407979,0.0,0.2746413516979898
1514.25,3.123324551054096,-0.4596771357877997,0.5590033772693435,0.0,0.2681656956100769
1514.35,3.1686191578288265,-0.45280633810574983,0.5572859865400466,0.0,0.26693810347958163
1514.45,3.2136890518983057,-0.4492393444038389,0.5566682187706016,0.0,0.2590638294568939
1514.55,3.2594728155587256,-0.46414492615359865,0.5569680832114118,0.0,0.23989112603497506
1514.65,3.3082898632509394,-0.49062215098968626,0.557534572557097,0.0,0.17400779355746857
1514.75,3.358335020914649,-0.5051841265026574,0.5580023681037248,0.0,0.08620867057193879
1514.85,3.4078666484990463,-0.4900506901702418,0.5580822696468123,0.0,-0.006146075627407842
